ticker,name,market,sector,sub_industry,market_cap_usd_b,turnaround_flag,legacy_v0_1_universe_role,legacy_v0_1_action,legacy_v0_1_reason,v0_3_universe_role,v0_3_action,v0_3_reason,candidate_track,gate3_recovery_required,gate3_recovery_status,gate3_continuation_status,gate3_final_status,ra_drawdown_from_52w_high_pct,ra_pass,rb_rebound_from_6m_low_pct,rb_pass,rc_ma50,rc_ma200,rc_pass,rd_avg_volume_1m,rd_avg_volume_6m,rd_pass,ca_drawdown_from_52w_high_pct,ca_pass,cb_pass,cc_1m_return_pct,cc_pass,cd_avg_volume_1m,cd_avg_volume_3m,cd_pass,ce_gate2_full_pass,ce_pass,price_data_source,price_data_asof,as_of_date,gate3_missing_data_notes,compatibility_notes
HD,The Home Depot Inc.,US,Consumer Discretionary,Specialty Retail,298.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-24.9327,Y,6.8367,N,325.3952,365.3071,N,5316409.52,4413902.38,Y,-24.9327,N,N,-4.3485,N,5316409.52,4374580.95,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PM,Philip Morris International Inc.,US,Consumer Staples,Tobacco,298.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.1183,N,23.1581,Y,169.1022,165.5827,Y,4819566.67,5341084.13,N,-5.1183,Y,Y,13.1386,Y,4819566.67,4976242.86,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GE,GE Aerospace,US,Industrials,Aerospace & Defense,298.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-8.2519,N,16.0878,Y,294.5188,300.5977,N,5617904.76,5628744.44,N,-8.2519,Y,N,11.4739,Y,5617904.76,5905495.24,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GS,The Goldman Sachs Group Inc.,US,Financials,Capital Markets,290.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-0.0261,N,27.3916,Y,904.3488,851.2528,Y,1958490.48,2237127.78,N,-0.0261,N,Y,6.2550,Y,1958490.48,2188709.52,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
MRK,Merck & Co. Inc.,US,Health Care,Pharmaceuticals,278.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.9775,N,24.0995,Y,115.8768,102.6997,Y,8868561.90,11620981.75,N,-2.9775,N,Y,9.0810,Y,8868561.90,9570447.62,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TXN,Texas Instruments Incorporated,US,Information Technology,Semiconductors,273.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.2900,N,96.8560,Y,247.1878,202.0726,Y,7423504.76,7451131.75,N,-2.2900,N,Y,17.7922,Y,7423504.76,7165436.51,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GEV,GE Vernova Inc.,US,Industrials,Electrical Equipment,272.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.2337,N,80.2239,Y,995.7390,745.0506,Y,2360133.33,2796737.30,N,-10.2337,Y,Y,-7.8859,N,2360133.33,2485031.75,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
RTX,RTX Corporation,US,Industrials,Aerospace & Defense,236.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-16.7657,N,5.1006,N,186.4922,180.5025,Y,5644223.81,5611778.57,Y,-16.7657,N,Y,1.8514,N,5644223.81,5606536.51,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
LIN,Linde plc,US,Materials,Chemicals,236.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-1.8760,N,30.4304,Y,500.5808,465.0260,Y,2025957.14,2554732.54,N,-1.8760,N,Y,-0.5639,N,2025957.14,2284326.98,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
KLAC,KLA Corporation,US,Information Technology,Semiconductor Equipment,229.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.6947,N,72.1772,Y,1714.5060,1339.0461,Y,1073719.05,1017888.89,Y,-2.6947,N,Y,3.0100,Y,1073719.05,993026.98,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
WFC,Wells Fargo & Company,US,Financials,Banks,227.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-21.0395,Y,3.6639,N,79.0886,84.0680,N,16970085.71,16374470.63,Y,-21.0395,N,N,-5.5238,N,16970085.71,17735652.38,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
QCOM,QUALCOMM Incorporated,US,Information Technology,Semiconductors,214.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-6.1973,N,88.1196,Y,161.0236,161.4986,Y,31181066.67,14057906.35,Y,-6.1973,Y,N,55.3308,Y,31181066.67,18741849.21,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AXP,American Express Company,US,Financials,Consumer Finance,213.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-18.7976,N,6.9354,N,312.5770,336.9024,N,3250447.62,3243915.08,Y,-18.7976,N,N,-1.9759,N,3250447.62,3511898.41,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
IBM,IBM Corporation,US,Information Technology,IT Services,209.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-18.9790,N,18.8968,Y,238.1386,270.0365,N,7684895.24,5777280.16,Y,-18.9790,N,N,11.9053,Y,7684895.24,6572007.94,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
C,Citigroup Inc.,US,Financials,Banks,208.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.7572,N,25.7799,Y,122.4982,110.0989,Y,10920261.90,13642222.22,N,-5.7572,Y,Y,-2.9038,N,10920261.90,13217098.41,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TMUS,T-Mobile US Inc.,US,Communication Services,Wireless Telecommunication,206.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-26.3310,Y,4.4104,N,197.1540,212.6135,N,4980271.43,5782619.84,N,-26.3310,N,N,4.4104,Y,4980271.43,5620888.89,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ADI,Analog Devices Inc.,US,Information Technology,Semiconductors,204.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-3.5870,N,74.1353,Y,369.4064,296.6964,Y,4337185.71,3987352.38,Y,-3.5870,Y,Y,6.1871,Y,4337185.71,3890603.17,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PEP,PepsiCo Inc.,US,Consumer Staples,Beverages,203.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.3439,N,7.8316,N,153.6050,150.6722,Y,6430580.95,7396229.37,N,-13.3439,Y,Y,-4.1272,N,6430580.95,6400753.97,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PANW,Palo Alto Networks Inc.,US,Information Technology,Software,200.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-4.6473,N,75.3865,Y,187.3926,188.4297,Y,7858061.90,8704217.46,N,-4.6473,Y,N,35.8502,Y,7858061.90,8004563.49,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
MCD,McDonald's Corporation,US,Consumer Discretionary,Hotels Restaurants,200.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-17.6333,N,2.3015,N,296.5870,307.7113,N,4285042.86,3443679.37,Y,-17.6333,N,N,-3.2011,N,4285042.86,3520144.44,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
SNDK,Sandisk Corporation,US,Information Technology,"Technology Hardware, Storage & Peripherals",197.0,N,CORE,KEEP_CORE,RECENT_INDEX_INCLUSION; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=RECENT_INDEX_INCLUSION; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,717.9545,Y,1041.3504,472.0125,Y,14935047.62,16291647.62,N,0.0000,N,Y,48.5648,Y,14935047.62,16679314.29,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
VZ,Verizon Communications Inc.,US,Communication Services,Diversified Telecommunication,195.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-6.1113,N,23.9784,Y,47.9634,44.2400,Y,20590595.24,27652960.32,N,-6.1113,Y,Y,2.4204,N,20590595.24,24735396.83,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
NEE,NextEra Energy Inc.,US,Utilities,Electric Utilities,185.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.4516,N,11.8413,N,92.6400,84.8877,Y,11630571.43,9888534.13,Y,-10.4516,Y,Y,-7.5714,N,11630571.43,10379476.19,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
DIS,The Walt Disney Company,US,Communication Services,Entertainment,180.0,Y,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,GATE3_FAIL_REVIEW,REVIEW_BEFORE_SCORING,"Gate3 FAIL; no recovery/continuation signal; preprocessing review only, not EXCLUDE; metadata_role=CORE; recovery=FAIL; continuation=FAIL",RECOVERY,Y,FAIL,FAIL,FAIL,-15.9906,N,12.7245,N,101.5068,108.4007,N,9040809.52,10575011.90,N,-15.9906,N,N,1.7880,N,9040809.52,9646490.48,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; turnaround_gate3_recovery_applied; role_changed:HIGH_RISK_REVIEW->GATE3_FAIL_REVIEW
ANET,Arista Networks Inc.,US,Information Technology,Communications Equipment,178.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.1773,N,32.8769,Y,147.9344,139.9703,Y,12603509.52,8226808.73,Y,-13.1773,Y,Y,-10.5294,N,12603509.52,8755969.84,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
BLK,BlackRock Inc.,US,Financials,Capital Markets,176.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.9971,N,15.9757,Y,1028.1990,1078.5638,N,555138.10,739476.98,N,-10.9971,Y,N,1.2755,N,555138.10,780249.21,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AMGN,Amgen Inc.,US,Health Care,Biotechnology,175.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.4223,N,7.0766,N,342.6546,327.7143,Y,2711252.38,2752187.30,N,-13.4223,Y,Y,-1.2111,N,2711252.38,2629709.52,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
BA,The Boeing Company,US,Industrials,Aerospace & Defense,173.0,Y,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,GATE3_FAIL_REVIEW,REVIEW_BEFORE_SCORING,"Gate3 FAIL; no recovery/continuation signal; preprocessing review only, not EXCLUDE; metadata_role=CORE; recovery=FAIL; continuation=FAIL",RECOVERY,Y,FAIL,FAIL,FAIL,-11.0450,N,25.2233,Y,218.3962,219.5026,N,6954890.48,7416578.57,N,-11.0450,Y,N,-3.0389,N,6954890.48,6999785.71,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; turnaround_gate3_recovery_applied; role_changed:HIGH_RISK_REVIEW->GATE3_FAIL_REVIEW
T,AT&T Inc.,US,Communication Services,Diversified Telecommunication,169.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-15.9689,N,8.2174,N,26.4716,26.5097,N,34340519.05,40594923.02,N,-15.9689,N,N,-2.4687,N,34340519.05,39325565.08,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TJX,The TJX Companies Inc.,US,Consumer Discretionary,Specialty Retail,166.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-4.8424,N,6.7877,N,156.6502,150.2875,Y,5850195.24,5078424.60,Y,-4.8424,Y,Y,-0.2985,N,5850195.24,4905374.60,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
STX,Seagate Technology Holdings plc,US,Information Technology,Technology Hardware,166.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,243.6183,Y,597.8398,360.4560,Y,4773366.67,4086289.68,Y,0.0000,N,Y,46.1182,Y,4773366.67,3981885.71,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
APP,AppLovin Corporation,US,Information Technology,Software,165.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-22.5968,Y,54.7600,Y,451.6942,534.9690,N,4960538.10,5122131.75,N,-22.5968,N,N,23.3635,Y,4960538.10,4771284.13,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TMO,Thermo Fisher Scientific Inc.,US,Health Care,Life Sciences Tools,164.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-28.6559,Y,4.0767,N,478.7594,526.5803,N,2385980.95,2166327.78,Y,-28.6559,N,N,-2.5276,N,2385980.95,2177688.89,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
UNP,Union Pacific Corporation,US,Industrials,Ground Transportation,163.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,26.0273,Y,255.8814,238.6606,Y,2743561.90,3157381.75,N,0.0000,N,Y,3.8972,Y,2743561.90,2952873.02,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GILD,Gilead Sciences Inc.,US,Health Care,Biotechnology,160.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-14.1913,N,13.0093,N,135.4030,128.5046,Y,6098033.33,6661004.76,N,-14.1913,Y,Y,4.6497,Y,6098033.33,6058877.78,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
SCHW,The Charles Schwab Corporation,US,Financials,Capital Markets,160.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-20.1474,Y,0.0000,N,92.4194,95.3130,N,10238090.48,10392164.29,N,-20.1474,N,N,-5.6743,N,10238090.48,10328731.75,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
